iter	MultiClass
0	1.041624207
1	0.9939023074
2	0.9549220916
3	0.921285681
4	0.8934897307
5	0.8672292196
6	0.8451534311
7	0.8256762601
8	0.8082254024
9	0.7933862739
10	0.779005375
11	0.766165565
12	0.7547662506
13	0.744093796
14	0.7351469136
15	0.7270281475
16	0.7192658785
17	0.7124611736
18	0.7063979728
19	0.7005172781
20	0.6951544455
21	0.690409252
22	0.686099524
23	0.6818969884
24	0.6781151906
25	0.6746201646
26	0.6721329163
27	0.6691964633
28	0.6662964834
29	0.664077836
30	0.6616115105
31	0.6594673174
32	0.6572119003
33	0.6551047074
34	0.6537068012
35	0.652008041
36	0.6502984601
37	0.6487123991
38	0.6479804838
39	0.6472675544
40	0.645927052
41	0.6443759087
42	0.6429585242
43	0.6416525643
44	0.6404254391
45	0.6395653381
46	0.6384453212
47	0.6373235537
48	0.636437302
49	0.6354731729
50	0.6344602999
51	0.6336050024
52	0.6328310637
53	0.6322333559
54	0.6318061643
55	0.6306880741
56	0.6301302317
57	0.6295710606
58	0.6288282172
59	0.6284274923
60	0.6277574341
61	0.6271565343
62	0.6266989494
63	0.626277906
64	0.625906506
65	0.6253890023
66	0.6247276998
67	0.6243587523
68	0.6238703487
69	0.6232442962
70	0.6227528402
71	0.6224170295
72	0.6219438359
73	0.6216705666
74	0.6213188558
75	0.6210806006
76	0.620410214
77	0.6199513856
78	0.6195702206
79	0.6191724449
80	0.6188858759
81	0.6185990255
82	0.6183277144
83	0.6179099623
84	0.6177314478
85	0.6174405508
86	0.6171570582
87	0.616868361
88	0.6166604263
89	0.6163030821
90	0.6161537148
91	0.6159723058
92	0.615809976
93	0.6154102744
94	0.6152134979
95	0.6149793103
96	0.614735265
97	0.6145070687
98	0.6142444001
99	0.613991298
100	0.6137845813
101	0.6135704111
102	0.6133374128
103	0.6131573679
104	0.6127604664
105	0.6125704755
106	0.6123493697
107	0.6120660202
108	0.6117630253
109	0.6114723336
110	0.6112393003
111	0.6110982093
112	0.6106894264
113	0.6105101894
114	0.6102369637
115	0.6098951824
116	0.6096050169
117	0.6092394398
118	0.6090581418
119	0.6088648528
120	0.6084697928
121	0.6081897459
122	0.6078703967
123	0.607630537
124	0.6074742964
125	0.6072828792
126	0.6071408769
127	0.6069477359
128	0.6067217882
129	0.6065221423
130	0.6062869529
131	0.606115699
132	0.6058611937
133	0.6056373467
134	0.6054905044
135	0.6052722639
136	0.6051105359
137	0.6049283162
138	0.6047191613
139	0.6045135788
140	0.6043207499
141	0.6039279795
142	0.603601651
143	0.6033664036
144	0.6031738164
145	0.6029890631
146	0.6027773413
147	0.6025949043
148	0.6023506876
149	0.6021109445
150	0.6019768589
151	0.6017001035
152	0.6015911656
153	0.6013934187
154	0.6012558391
155	0.6010382624
156	0.6008577993
157	0.6006071914
158	0.6004611981
159	0.6003224932
160	0.600158166
161	0.6000220047
162	0.5998238181
163	0.5995776955
164	0.5994933286
165	0.5993455505
166	0.5992328687
167	0.5990789893
168	0.5988973046
169	0.5987374822
170	0.5984989019
171	0.5983736456
172	0.5981888975
173	0.5979741641
174	0.5977091552
175	0.5975803799
176	0.5974161747
177	0.597200371
178	0.596967164
179	0.5967492268
180	0.5966752613
181	0.5964611336
182	0.5962226425
183	0.596037506
184	0.5958466769
185	0.5957288972
186	0.5956033354
187	0.5954632149
188	0.5953516116
189	0.595230119
190	0.5951091634
191	0.5949582145
192	0.5948597036
193	0.5947148424
194	0.5945517046
195	0.5944258573
196	0.5943243289
197	0.5942187648
198	0.5941224216
199	0.5940132942
200	0.5937651372
201	0.5935690867
202	0.5933431642
203	0.5931813405
204	0.5930873903
205	0.5929419186
206	0.5928558101
207	0.5927449583
208	0.592629934
209	0.5924748018
210	0.5923312843
211	0.5922033081
212	0.5920689964
213	0.5918941064
214	0.5916668406
215	0.5914438645
216	0.5912589713
217	0.5911516064
218	0.5910223542
219	0.5908955522
220	0.5907405025
221	0.5906290466
222	0.5904846673
223	0.5902570393
224	0.5901474155
225	0.5900320146
226	0.5899324994
227	0.5898159562
228	0.589693892
229	0.5894271794
230	0.5892927911
231	0.5891534713
232	0.5890023534
233	0.5888617227
234	0.5886701972
235	0.5885961515
236	0.5884215156
237	0.5883229046
238	0.5882398822
239	0.5881138363
240	0.5880165201
241	0.5877949966
242	0.5876725719
243	0.5875778298
244	0.587424034
245	0.5872910248
246	0.5870805095
247	0.5869150159
248	0.586812793
249	0.586689238
250	0.5865530909
251	0.5864492493
252	0.5863719463
253	0.5861859622
254	0.586084311
255	0.5860129162
256	0.5858408092
257	0.5856877671
258	0.5854840433
259	0.5853841652
260	0.5852636807
261	0.5851522199
262	0.5849833069
263	0.5848679204
264	0.5847662496
265	0.5846303627
266	0.5845830223
267	0.5844257303
268	0.5842490041
269	0.5841013918
270	0.5839251028
271	0.5838227416
272	0.5836657937
273	0.5835313975
274	0.5834154373
275	0.5831971672
276	0.5830923074
277	0.5829299546
278	0.5828597419
279	0.5827896769
280	0.5826617816
281	0.5825313448
282	0.5824536376
283	0.5823644161
284	0.5822335592
285	0.5820420844
286	0.5819160163
287	0.581838365
288	0.5816886463
289	0.5815190419
290	0.5813968419
291	0.5812767183
292	0.5811879866
293	0.5810313724
294	0.5809214594
295	0.580759187
296	0.5806164299
297	0.5805508557
298	0.5804364697
299	0.5802573042
300	0.5800480688
301	0.5799793361
302	0.57980876
303	0.5797111848
304	0.5795824279
305	0.5794738432
306	0.5793577431
307	0.5792080704
308	0.5791601337
309	0.5790966546
310	0.5789579625
311	0.5788320438
312	0.5786745583
313	0.5785224339
314	0.5783364259
315	0.578191081
316	0.5780405221
317	0.5779183094
318	0.577849124
319	0.5777221261
320	0.5775635699
321	0.5773159006
322	0.5772140617
323	0.5770454219
324	0.5769217379
325	0.5768119189
326	0.5766756281
327	0.5765207675
328	0.576432084
329	0.5762708587
330	0.5761454897
331	0.5760047087
332	0.5759114467
333	0.5758453994
334	0.5756070784
335	0.5754394049
336	0.5752938262
337	0.5751102184
338	0.5748949224
339	0.5747469235
340	0.5746793367
341	0.5745272909
342	0.5744547847
343	0.5743533384
344	0.5742906917
345	0.5741276192
346	0.5740164575
347	0.5739143248
348	0.5738548643
349	0.5736586845
350	0.5735706305
351	0.5734205285
352	0.5732935614
353	0.5732049193
354	0.5731130493
355	0.5730216137
356	0.5729163955
357	0.5728751006
358	0.5726467533
359	0.5725745114
360	0.572445802
361	0.572388305
362	0.5722914028
363	0.5721962094
364	0.572099042
365	0.5719973079
366	0.5718801664
367	0.5717833727
368	0.5717226206
369	0.5715663824
370	0.5714767998
371	0.5714360331
372	0.5713840454
373	0.5712278263
374	0.5711388049
375	0.5710251819
376	0.5708906245
377	0.5707988586
378	0.5707288626
379	0.5706463615
380	0.5705456399
381	0.5704425183
382	0.5703470416
383	0.5701886431
384	0.5700612945
385	0.569989299
386	0.5699128353
387	0.5697419869
388	0.5696761651
389	0.5695682669
390	0.5694684227
391	0.5693290339
392	0.5692353364
393	0.5690403494
394	0.5689577548
395	0.5688692466
396	0.5687721858
397	0.5686987936
398	0.5686222586
399	0.5685328048
400	0.5684015035
401	0.5682879677
402	0.5681834113
403	0.5680884981
404	0.5679958893
405	0.5679443181
406	0.5678450346
407	0.5677123886
408	0.5675558851
409	0.5674842362
410	0.5673434207
411	0.5671982479
412	0.5670601289
413	0.5669973628
414	0.5668244171
415	0.5667202871
416	0.5665923524
417	0.5664542057
418	0.566363135
419	0.5662147963
420	0.5661049809
421	0.5660380203
422	0.5659163265
423	0.5657929177
424	0.5657429992
425	0.5656445032
426	0.5655109901
427	0.5653343865
428	0.5652535733
429	0.5652011022
430	0.5651021114
431	0.5650596483
432	0.5649886228
433	0.5648748579
434	0.5648218294
435	0.5646498579
436	0.5645170689
437	0.5643908979
438	0.5643183467
439	0.5642402452
440	0.5641191493
441	0.5640398182
442	0.5639364436
443	0.5638912912
444	0.563795636
445	0.5636497187
446	0.5634968265
447	0.5634025676
448	0.5632480991
449	0.5631735684
450	0.563077377
451	0.5629871347
452	0.5629092956
453	0.5628292011
454	0.5627056192
455	0.5626016369
456	0.5624360675
457	0.562334561
458	0.562265008
459	0.5621854269
460	0.5621334294
461	0.5620648425
462	0.5619856802
463	0.5618869006
464	0.5617689231
465	0.5616352465
466	0.5615367083
467	0.5613909753
468	0.561263338
469	0.5611675213
470	0.5610895448
471	0.5610064289
472	0.5609457249
473	0.5607871502
474	0.5607208709
475	0.5606255054
476	0.5605399279
477	0.5604288095
478	0.5602882927
479	0.5601470022
480	0.5600744867
481	0.5599840699
482	0.5598938652
483	0.5597379655
484	0.5596186091
485	0.5594960208
486	0.559371772
487	0.5592635872
488	0.5592122363
489	0.5591399385
490	0.5590066628
491	0.5589465307
492	0.5588061147
493	0.5586771655
494	0.5585336665
495	0.5584630336
496	0.5583633227
497	0.5583139569
498	0.5581880774
499	0.5581181368
500	0.5580381762
501	0.5579891544
502	0.5579394689
503	0.5577732973
504	0.5576360124
505	0.5575599101
506	0.5574648509
507	0.5573901397
508	0.5572751418
509	0.5571432284
510	0.5569870037
511	0.5568570389
512	0.5567395051
513	0.5566715731
514	0.556554686
515	0.5564348769
516	0.5563701489
517	0.5562381439
518	0.5561593644
519	0.5560561574
520	0.5559054319
521	0.5557716484
522	0.5556360893
523	0.5555938521
524	0.5554613841
525	0.5553419333
526	0.5552049251
527	0.5551068171
528	0.5550124983
529	0.5549468356
530	0.5548443985
531	0.5546781811
532	0.5545241283
533	0.5543872797
534	0.5542487291
535	0.5541918248
536	0.5541414994
537	0.5540038142
538	0.5539576944
539	0.5538666386
540	0.5536942311
541	0.5535576422
542	0.5534851681
543	0.5534186306
544	0.5533528115
545	0.5532825201
546	0.5530941776
547	0.5529978805
548	0.5528586299
549	0.5527695751
550	0.5526400187
551	0.5525103416
552	0.5524208006
553	0.5522960302
554	0.5521699766
555	0.5520989727
556	0.5520586923
557	0.5519636559
558	0.5518929284
559	0.5517707668
560	0.5516971017
561	0.5516049043
562	0.5515082483
563	0.5513888598
564	0.5513184528
565	0.5512247009
566	0.5511164524
567	0.5510419964
568	0.5509400199
569	0.5508873974
570	0.550693456
571	0.5506537479
572	0.5506008106
573	0.5504853575
574	0.5504393237
575	0.5503520852
576	0.550264008
577	0.5501870208
578	0.5501091569
579	0.5500335271
580	0.5499267983
581	0.5498628228
582	0.5498118602
583	0.5497437831
584	0.5496912976
585	0.5495791969
586	0.5494823388
587	0.5493929661
588	0.549328764
589	0.5492432718
590	0.5491696445
591	0.549011098
592	0.5489319569
593	0.5487835164
594	0.5487126495
595	0.5486217016
596	0.5485573694
597	0.5485205086
598	0.5484781818
599	0.5483925962
600	0.5483145705
601	0.5482728834
602	0.5481471953
603	0.5480192862
604	0.5479659099
605	0.5477856805
606	0.5476937972
607	0.5476183903
608	0.5475203552
609	0.5474462437
610	0.5473701244
611	0.5472072906
612	0.5470665251
613	0.546972513
614	0.5469251147
615	0.5467464051
616	0.5466569117
617	0.5465201442
618	0.5464484205
619	0.5463473698
620	0.5462803534
621	0.5461789257
622	0.5460584323
623	0.545939975
624	0.5458251225
625	0.5457081408
626	0.5455919187
627	0.5455037841
628	0.5454506383
629	0.5453316452
630	0.5452532775
631	0.5451502895
632	0.5449635516
633	0.5448682741
634	0.5448067626
635	0.5447229868
636	0.5445992517
637	0.5445229062
638	0.5444473459
639	0.5442525095
640	0.5441043138
641	0.544025356
642	0.5439009782
643	0.543804831
644	0.5437184711
645	0.5436675042
646	0.5434307663
647	0.5433391287
648	0.5432428023
649	0.5431009725
650	0.5430163185
651	0.5429624792
652	0.5429143168
653	0.5428288315
654	0.5427086689
655	0.5426414261
656	0.5425767078
657	0.5425221766
658	0.5424807473
659	0.5423876845
660	0.5422964421
661	0.542237748
662	0.5421900584
663	0.5421105651
664	0.542060908
665	0.5419918325
666	0.5418831891
667	0.5417964133
668	0.5417003637
669	0.5416512551
670	0.541518166
671	0.5414208981
672	0.5413454218
673	0.5412222804
674	0.5411360464
675	0.5410566955
676	0.5409946437
677	0.540867454
678	0.5408317818
679	0.5407547213
680	0.5406411558
681	0.54055391
682	0.5404490794
683	0.5403873815
684	0.5402473285
